Id,Content,Sentiment
9.37E+17,"#followfriday How about some love for the competition?  My web counterpoint at our sister school, ACU, @scottkilmer.",Positive
9.37E+17,I had a dream that I busted you dead in your mouth...and woke up smiling. Today's gonna be a good day. ,Positive
9.37E+17,"@amiestuart Hmm, some leather but not much, less blood too, but I'd say the ending has a fair amount of mayhem ",Positive
9.37E+17,@pamsuch It's chocolate with chocolate icing and peanut butter chips! Pic on the blog ,Positive
9.37E+17,Almost done with my Miley Cyrus video. ,Positive
9.37E+17,Lying in the sun!  Back from schoool ^^,Positive
9.37E+17,@k_co Welcome back ,Positive
9.37E+17,The new Chandler (Matt &amp; Lauren) child is about to be born. Praying for the fam &amp; their new blessed gift! ,Positive
9.37E+17,Panera and then garage sailing with Mamma Joules  http://yfrog.com/0u7pij,Positive
9.37E+17,Trying out thesixtyone.com -- a new spin on unsigned music discovery. http://is.gd/J5iU Spare a heart? ,Positive
9.37E+17,@PITCHERPARK Thank you so much! We appreciate the mention! ,Positive
9.37E+17,"I really like the new Surfstation - http://surfstation.com/ (and for some strange reason, i miss the .lu suffix ...  )",Positive
9.37E+17,"@KatieMaesMama if you cannot cook, head over to the Army/Navy surplus store and pick up some MRE's.  ",Positive
9.37E+17,@Mamy_B ebay ,Positive
9.37E+17,"another day, another pound gone. suhweet early morning workouts are fun  get swole nigga!",Positive
9.37E+17,LET ME OUT!  LET ME OUT! ,Positive
9.37E+17,http://twitpic.com/66lrp - Afternoon cream tea. It's just like being in the office ,Positive
9.37E+17,@magnusholmgren uh oh!!!  looks like you've mad a name for yourself! romantic and sweedish ;))),Positive
9.37E+17,@lordmuttley  what you up to tonight? x,Positive
9.37E+17,@afox98 Thank you for endless. Have Sarto Comedy and Lauren Cecilia (both on my shortlist) in size &amp; color I need! And $.05 under my max. ,Positive
9.37E+17,"That was the last group I could think of, plus I don't want to flood ppls lists with #followfriday ish. Have a wonderful day! Xoxo. ",Positive
9.37E+17,i love you backtrack ,Positive
9.37E+17,is looking forward to BW3s tonight with my honey ,Positive
9.37E+17,@cyberbonn Thanks for the cite ,Positive
9.37E+17,"Phew! One task down, and it's not even 8 a.m.! Maybe I can get ahead on some other tasks..  ",Positive
9.37E+17,@mzmartipants It was a followup about Janet Napolitano  Doesn't make as much sense without it,Positive
9.37E+17,Off to browse for furniture (for the L.O.)... Ttyl tweeps ,Positive
9.37E+17,"@FriendlyMB I may vent at you later, it's nothing too catastrophic ",Positive
9.37E+17,@jonasbrothers http://twitpic.com/624qo - Happy birthday!! ,Positive
9.37E+17,@JesusTalk  hhaha i hear yah !! i'd like a buttery nipple myself  lol,Positive
9.37E+17,@ruskin147 get a proper laptop on it and use Linux? ,Positive
9.37E+17,@her_boyscout Very cool! Good luck!  ,Positive
9.37E+17,@kaiLoDelf can i come? ,Positive
9.37E+17,Downloading Music ,Positive
9.37E+17,@veepveep Who knew? ,Positive
9.37E+17,@Knolli &amp; @xon1c: hope you're doing well in such a weather! ,Positive
9.37E+17,back form seeing jonas brother in 3d .. it was fab. lased some JB songs on the drive home ... good times ,Positive
9.37E+17,@keitaeden I luv them too haha and u babes U showed me madddd luv! Or soon anyway shhh !!  lmao ka Boom POW I'm done!,Positive
9.37E+17,@EllaPaigeBabe im from denmark  hbuu sweetiee? xox &lt;33,Positive
9.37E+17,@sadcox at least I'm not a chicken! ,Positive
9.37E+17,@Naomi_23  i don't go out on cloudy days! sorted! everyone would be all relaxed!,Positive
9.37E+17,@JonathanRKnight Your sassy! I LOVE you!! Lol ,Positive
9.37E+17,"@jessbooka I think computers and the Internet are a passing fad anyways, like 8-track and Disco. ",Positive
9.37E+17,leave is the bestest ,Positive
9.37E+17,"@tedchoward FUN! I want to bring my dog to work. Wait, I don't know how well that would go. Let me know! ",Positive
9.37E+17,@DestinyHope92 im from spaiin  wbuu?,Positive
9.37E+17,"beautiful day, i think i'll stay in and watch movies all day ",Positive
9.37E+17,"@SweetTweetCLT Damn right! Like I said, CLASSIC! Thanks for listening  ",Positive
9.37E+17,@wind_slash H?a tï¿½ng cho nhanh ,Positive
9.37E+17,cherishing the silence of two toddlers napping ,Positive
9.37E+17,Good morning twitter fam! Just took my little nephew jr to school ,Positive
9.37E+17,#followfriday People I actually know &amp; talk to off Twitter @timshady @monkeyonthelam @galliguez @referralweb (reply back if i missed u!) ,Positive
9.37E+17,@jhawkguy that's what I was thinkin!   Will keep them eyes open.   or not!,Positive
9.37E+17,is a bad bad person ,Positive
9.37E+17,@mommas_crew BTW=by the way ,Positive
9.37E+17,"@aflusche lol.  you said, &quot;It's on now!!&quot; and your big plan was to call back?  I was expecting something much harsher. ",Positive
9.37E+17,I hope diversity wins in BGT! ,Positive
9.37E+17,forgot my directions to work. And still made it in record time. Go me ,Positive
9.37E+17,@rebornbabydolls Enjoyed your website! @LittleGigiGirl mentioned you to us on this fine rainy #followfriday   ,Positive
9.37E+17,@memelaroo Happy Friday! Happy pay day for me too  Always a good time!,Positive
9.37E+17,Who's my 140th follower? ,Positive
9.37E+17,#followfriday @missbeckala @adamandeve @140lovebird @bikini_beat Some of my favs!!! ,Positive
9.37E+17,@WhatEscoHas2Say Cause I liked that name...I was thinkin' of what 2 change it 2 4 a while...I'm a SASSY Chick! ,Positive
9.37E+17,"aww, I love the dutch.  i'm probably going today to protest Mcdonalds or KFC for @peta2 ",Positive
9.37E+17,sounds like a lil chant :3 pie pie is good for our ...eyes? o_O caek caek its a gosh darn LIE! ,Positive
9.37E+17,@crazyBobcat Very worth a try. I plan to be napping shortly.  ,Positive
9.37E+17,yoga was incredible at houstons own jenny yoga on westheimer... ahhhh  off to DALLAS for show #2 ,Positive
9.37E+17,@wksmith72 LOl I do admit I say that ,Positive
9.37E+17,@Nukapai Welcome I'm sure  #followfriday,Positive
9.37E+17,http://twitpic.com/66lwd - Look at the day!!! Ahhh can't wait to get out of work and into the sun ,Positive
9.37E+17,This is turning out to be a looonnngg ad break..... Haha leafbusters! Haha  oh it came on.... Tom Hanks,Positive
9.37E+17,"@rmolden no born and rasied in the usa... Name is Angela France , born n raised Usa ",Positive
9.37E+17,"in art doing nothing! this class is like an extra studyhalll, love it! hopefully TMS afterschool, and zoo tomorrow ",Positive
9.37E+17,mmmmm... great dreams. ,Positive
9.37E+17,@redcourt I go to bed and miss Maggie's hands in another #cookie jar!  ,Positive
9.37E+17,@louieevol yea def.  thats whats up.. im havin another one this wed. so ima promote it,Positive
9.37E+17,About to board my flight to kona! ,Positive
9.37E+17,@phoboy86 I am surprised you even rmbred that?! LOL you were goooonnneeee!!! You truly had a FUN night!! ,Positive
9.37E+17,"is cleaning house today (and my wonderful husband is helping, as usual).  ",Positive
9.37E+17,"@hadasity oops i'll still be in UK..going home to msia only around sept/oct time.anyway let me know, hopefully i can go check them out ",Positive
9.37E+17,@TwitBotNews bots like me... they... really like me!   #BotterTwit #followfriday #caca,Positive
9.37E+17,"@tommytrc Hmmm...  What is there to know...  I have a wonderful hubby, a great family &amp; I work wayyyy too much   I wear a size 6 shoe.",Positive
9.37E+17,Gotta good friend in @GraceON...coming w| me to the hair salon &amp;&amp; ish. Lol ,Positive
9.37E+17,Amazing how a soup that smells of vomit can taste so good! ,Positive
9.37E+17,@Adam_Wagner i think you should give me some for &quot;testing&quot; purposes Mr Wagner  you know its right,Positive
9.37E+17,Text meee 2533535263 ,Positive
9.37E+17,has just ordered loads of make up online! yesssss ,Positive
9.37E+17,Jammin wiv my neice and her mum and dad! ,Positive
9.37E+17,#must_follow @LaughterAndJoy because she knows how to raise your spirits ,Positive
9.37E+17,"@Dante999 Ugh, it's cool, I'm in such a good mood that even that momentary frustration has evaporated. ",Positive
9.37E+17,"@modbird Ooh, thanks! ",Positive
